x_east_dm,y_north_dm,height_dm,crown_radius_dm,ground_dm
3564,5248,56,27,4291
3566,1347,159,65,4509
3567,624,110,42,4707
3567,1220,101,24,4561
3568,2712,62,20,4204
3568,4617,49,22,4266
3569,2091,156,57,4265
3569,5555,36,20,4302
3570,2479,210,66,4203
3572,-174,181,49,4990
3573,1420,114,40,4483
3574,926,100,18,4625
3577,71,116,24,4884
3578,3387,289,88,4232
3579,4676,39,11,4266
3580,-493,132,32,5179
3581,2863,107,59,4234
3581,5201,47,25,4288
3582,1876,163,64,4340
3583,-319,151,46,5070
3586,323,182,37,4786
3586,445,177,38,4749
3586,1082,109,40,4593
3586,2804,86,23,4218
3593,4435,62,35,4268
3593,4517,42,18,4266
3595,1558,51,17,4451
3596,1186,98,27,4573
3597,5302,67,31,4292
3599,1666,86,29,4430
3602,-437,47,19,5147
3602,1819,168,48,4368
3603,4621,38,16,4266
3603,5787,52,20,4297
3604,4698,37,12,4266
3607,608,65,16,4703
3607,2763,38,14,4211
3608,-89,170,71,4960
3609,110,128,34,4872
3609,2325,69,11,4219
3614,2220,93,29,4231
3617,1247,118,39,4556
3620,4350,63,20,4266
3623,-355,120,36,5100
3624,562,77,26,4714
3624,4723,40,16,4266
3628,1041,120,26,4602
3633,2372,118,27,4216
3634,2082,154,50,4267
3635,3472,277,29,4231
3636,2174,126,51,4247
3639,749,186,79,4656
3642,4488,63,45,4265
3643,958,163,50,4616
3648,-472,123,22,5185
3648,-268,94,15,5062
3648,654,120,40,4682
3652,207,144,23,4833
3652,370,180,52,4763
3653,1699,97,17,4428
3658,1619,110,28,4444
3658,2459,158,76,4197
3659,137,123,22,4870
3659,550,84,18,4711
3659,1859,152,52,4353
3659,2862,75,13,4240
3663,490,104,28,4727
3664,4381,52,23,4265
3665,2533,111,28,4210
3666,5253,51,24,4295
3669,-3,117,44,4939
3670,1388,99,38,4522
3670,4520,72,16,4267
3672,2626,92,19,4209
3675,-333,123,35,5104
3676,4292,56,16,4261
3680,-230,128,24,5049
3680,-67,135,27,4969
3681,4722,39,17,4266
3683,-142,138,21,5007
3685,-437,134,46,5171
3686,5298,52,12,4295
3689,532,73,18,4712
3690,568,84,17,4700
3695,1022,152,33,4603
3695,1531,155,64,4481
3695,4547,62,21,4267
3699,-388,131,28,5142
3700,1166,143,52,4575
3705,2150,126,18,4254
3707,2594,122,46,4210
3708,1789,125,48,4392
3708,4412,58,22,4266
3709,2482,141,58,4201
3710,2212,133,32,4230
3712,2019,101,22,4293
3713,848,159,59,4628
3713,4576,62,31,4266
3715,120,118,19,4890
3717,645,149,48,4675
3717,1919,104,26,4329
3719,2648,111,48,4210
3721,713,144,18,4655
3721,937,178,61,4613
3721,5363,33,19,4297
3722,2429,123,14,4205
3722,4334,57,21,4262
3725,4264,52,23,4262
3726,-493,128,19,5209
3729,-14,128,44,4964
3729,1397,143,62,4528
3729,4657,35,14,4266
3730,3424,47,26,4240
3734,476,69,19,4720
3736,1618,101,37,4459
3738,584,99,24,4687
3742,4441,49,21,4267
3744,377,44,12,4756
3745,3036,137,62,4252
3746,-224,117,35,5065
3746,2807,105,44,4233
3747,-351,113,20,5130
3747,1962,107,34,4314
3748,4295,42,16,4262
3749,1117,142,57,4580
3749,2324,65,26,4218
3751,2151,97,29,4257
3753,1551,140,47,4487
3753,2574,110,21,4212
3755,1215,129,37,4559
3756,1826,96,17,4377
3757,80,117,49,4921
3759,2367,92,30,4217
3759,3432,47,20,4242
3762,2047,113,53,4284
3763,1018,163,39,4596
3766,4365,59,25,4262
3767,-290,131,58,5103
3767,2252,73,30,4220
3768,-106,124,58,5016
3771,-447,127,45,5186
3772,2767,100,17,4224
3772,4591,35,12,4266
3775,2488,147,35,4198
3777,1332,127,31,4544
3779,772,174,30,4633
3780,4333,64,18,4262
3781,702,158,21,4651
3783,305,110,33,4790
3783,2006,105,27,4300
3784,916,168,32,4608
3784,1161,140,51,4568
3788,856,177,49,4616
3788,4401,53,18,4261
3791,-55,117,20,4998
3791,4473,43,24,4266
3794,1469,66,22,4519
3797,-364,130,38,5146
3798,2804,101,35,4236
3800,360,136,21,4765
3802,1970,102,32,4314
3803,1064,132,26,4583
3805,239,112,26,4832
3805,4090,39,30,4261
3807,5333,93,39,4298
3809,1676,116,32,4433
3810,1610,128,48,4469
3811,561,71,16,4684
3813,4367,42,20,4262
3816,1444,64,12,4526
3818,5758,81,33,4311
3821,1506,92,25,4511
3822,1893,103,46,4349
3823,2215,114,40,4232
3828,1314,122,29,4546
3832,4432,34,13,4261
3835,-85,116,24,5019
3835,1122,138,39,4568
3837,-217,105,25,5079
3837,2982,128,39,4256
3839,594,109,24,4674
3840,1368,114,21,4539
3840,2580,135,39,4214
3842,931,141,33,4597
3844,1252,126,27,4552
3844,2174,84,31,4250
3846,794,71,17,4622
3852,3454,265,58,4247
3856,2803,69,29,4242
3857,995,111,43,4586
3857,1199,136,43,4555
3858,522,157,33,4695
3858,2243,104,58,4220
3858,4393,39,15,4261
3859,1582,128,38,4484
3861,2662,155,57,4213
3861,4052,30,19,4262
3865,-347,123,49,5137
3865,676,158,60,4650
3866,468,146,31,4718
3867,15,110,17,4978
3869,4166,38,17,4262
3870,2746,72,21,4228
3873,378,117,27,4761
3874,251,95,18,4839
3874,292,56,14,4811
3874,2894,134,49,4255
3877,2004,92,34,4305
3879,2549,52,18,4215
3880,186,142,57,4877
3880,762,87,22,4628
3880,1785,115,51,4403
3884,1359,120,45,4538
3884,3533,131,15,4248
3890,4431,33,14,4262
3892,1697,118,34,4425
3892,5364,53,19,4304
3893,1631,128,43,4460
3895,-116,99,19,5038
3897,4362,36,15,4262
3898,914,153,53,4592
3898,1530,144,31,4506
3899,3043,147,76,4257
3900,-54,109,49,5010
3903,854,134,30,4605
3904,1404,103,33,4534
3906,2729,73,28,4221
3907,-286,106,33,5109
3909,1242,128,53,4548
3909,2266,74,28,4220
3909,2613,159,43,4215
3909,4151,30,17,4262
3910,1956,73,27,4324
3918,2823,85,39,4254
3919,1815,137,51,4389
3922,5779,64,20,4313
3923,5509,29,14,4311
3925,1323,116,31,4540
3925,4047,38,11,4264
3925,4394,33,14,4262
3928,-434,135,33,5163
3929,2984,120,34,4258
3931,4329,35,15,4262
3932,968,123,23,4578
3933,5817,47,17,4313
3940,4194,36,11,4262
3941,1464,125,60,4524
3943,-349,118,24,5125
3948,1619,125,42,4464
3949,1084,105,37,4560
3949,5612,62,12,4314
3950,1385,87,26,4533
3955,5588,62,12,4312
3956,2222,82,30,4224
3961,791,146,35,4619
3961,1754,118,47,4403
3961,1978,39,12,4323
3961,5809,58,13,4314
3963,5371,91,25,4310
3964,5717,70,38,4313
3965,3028,111,38,4254
3966,874,167,55,4597
3968,24,128,52,4972
3970,2393,96,16,4219
3971,280,142,26,4838
3971,2862,76,22,4256
3973,-240,116,47,5079
3975,4279,39,13,4262
3976,-172,125,43,5052
3976,5873,79,18,4314
3977,1814,109,45,4388
3979,1127,127,41,4552
3979,1560,100,26,4489
3982,5482,88,31,4313
3983,5620,31,13,4313
3985,2295,40,14,4220
3985,2906,71,36,4258
3986,1898,56,21,4347
3986,5321,106,46,4307
3991,5526,80,27,4313
3995,2231,82,22,4222
3996,1330,76,16,4532
3997,2124,154,85,4261
3998,1218,136,45,4534
4002,547,158,35,4707
4002,995,127,58,4569
4004,-364,130,38,5113
4009,5703,80,10,4311
4014,2587,89,28,4218
4015,1869,79,21,4358
4015,2053,124,41,4290
4018,2858,87,44,4258
4021,5879,50,28,4313
4023,1978,74,24,4326
4024,2508,127,53,4206
4025,619,143,46,4683
4025,1276,92,28,4532
4026,1617,155,65,4457
4026,2417,129,33,4220
4028,237,139,57,4871
4029,5275,53,18,4305
4031,432,72,22,4767
4032,671,144,41,4664
4038,158,103,23,4909
4040,-14,116,15,4979
4040,2690,166,38,4228
4043,2884,74,15,4258
4044,1036,118,42,4560
4045,-197,142,45,5042
4052,-368,111,31,5098
4053,2556,85,24,4219
4055,519,139,39,4731
4056,1151,94,27,4544
4059,2781,136,56,4246
4061,-116,126,31,5012
4063,4219,46,22,4262
4065,1978,71,24,4318
4066,746,111,23,4645
4066,2218,52,29,4228
4071,1195,116,36,4538
4075,2347,139,67,4222
4078,2068,112,37,4282
4078,3565,46,12,4257
4081,1116,105,36,4548
4082,-325,126,41,5069
4083,103,153,57,4923
4084,1698,140,48,4424
4084,1901,88,36,4353
4088,227,139,50,4872
4089,2498,125,54,4207
4090,5280,98,18,4307
4092,559,107,17,4722
4092,1236,102,22,4531
4093,2667,146,49,4230
4094,-246,120,22,5041
4095,300,88,23,4840
4095,2739,149,55,4257
4097,1461,48,23,4507
4101,2430,115,24,4219
4104,409,64,15,4787
4105,1616,161,36,4447
4106,5319,104,30,4309
4114,2316,100,30,4224
4117,1196,79,30,4537
4120,1044,141,63,4561
4127,2182,83,41,4231
4128,1566,122,27,4464
4130,1352,105,34,4519
4134,2260,155,26,4227
4135,2785,100,31,4241
4138,3554,54,10,4259
4141,693,143,58,4675
4141,795,138,56,4641
4141,1492,94,19,4498
4144,887,124,42,4609
4145,123,118,21,4903
4145,1804,128,59,4372
4151,1311,91,38,4528
4151,1699,137,34,4414
4152,2575,85,27,4224
4154,233,123,24,4861
4155,330,140,39,4819
4160,-36,91,25,4950
4160,743,130,26,4660
4160,2526,86,28,4220
4164,5807,66,35,4316
4167,2640,115,33,4226
4168,1632,160,61,4441
4168,2472,104,37,4212
4168,5340,36,13,4314
4172,2376,39,14,4222
4172,3379,48,14,4259
4173,425,86,28,4778
4176,1888,127,40,4341
4177,2087,109,53,4262
4187,1988,128,33,4305
4188,1061,117,29,4564
4189,277,44,17,4835
4190,1382,134,74,4509
4195,1012,106,22,4578
4198,1287,76,22,4531
4202,168,38,15,4874
4203,901,132,58,4611
4207,393,112,27,4788
4211,7,138,40,4918
4216,334,109,28,4806
4219,-332,100,17,5010
4221,809,126,42,4643
4222,1420,130,42,4506
4224,2027,142,57,4287
4228,62,116,34,4897
4229,674,140,61,4685
4233,1046,126,45,4572
4233,5289,113,36,4312
4234,2641,107,39,4229
4234,3114,60,21,4259
4237,1811,143,38,4376
4240,2372,102,21,4221
4244,-367,112,40,5008
4244,2109,123,27,4251
4247,933,133,34,4603
4251,2696,72,31,4253
4257,1383,122,45,4508
4259,146,70,14,4858
4259,452,37,22,4757
4259,5514,45,29,4323
4260,2189,156,36,4229
4264,1477,109,21,4496
4264,1767,104,35,4400
4265,102,62,14,4869
4268,357,139,43,4787
4269,2318,124,36,4222
4273,2813,195,62,4261
4275,5941,39,11,4320
4276,1923,168,83,4325
4276,2987,148,47,4263
4277,894,129,31,4616
4280,717,137,40,4669
4281,2046,150,26,4274
4283,5561,49,10,4318
4286,2475,150,57,4218
4289,2405,98,27,4220
4289,2914,175,38,4262
4292,2146,144,63,4239
4297,3048,98,38,4264
4298,5605,42,26,4319
4303,198,106,28,4824
4303,5505,34,16,4322
4303,5790,64,34,4319
4310,-300,53,16,4944
4311,1845,131,34,4360
4313,1672,104,49,4440
4317,675,92,21,4675
4317,2661,111,32,4236
4318,466,72,19,4740
4320,930,141,36,4608
4322,798,119,35,4642
4324,997,132,38,4592
4326,392,135,16,4758
4326,865,120,48,4623
4327,2582,113,42,4231
4328,1350,95,39,4529
4329,-91,137,18,4885
4329,5608,45,11,4322
4338,2437,132,31,4220
4338,4668,28,15,4300
4339,609,127,46,4692
4340,1567,124,48,4474
4343,1740,122,40,4408
4344,75,120,36,4842
4344,5301,110,36,4315
4350,133,102,11,4824
4350,2715,148,49,4250
4352,1992,133,39,4292
4353,510,113,29,4718
4354,-45,104,26,4865
4354,16,123,34,4852
4354,200,128,42,4802
4354,2497,135,50,4227
4355,-314,119,23,4927
4366,748,123,36,4651
4366,2057,120,41,4263
4366,5480,53,21,4322
4367,335,155,58,4760
4368,2974,123,36,4267
4369,1023,52,20,4590
4371,1671,112,28,4439
4373,3036,102,31,4266
4375,1387,108,36,4509
4378,2381,154,25,4224
4382,-135,153,49,4863
4384,5326,92,18,4317
4385,961,99,25,4600
4385,5632,66,35,4324
4386,1899,102,20,4329
4387,5520,51,18,4320
4389,2643,131,40,4241
4391,-275,152,43,4894
4393,-35,62,19,4842
4393,540,135,58,4697
4397,1733,136,50,4403
4399,781,126,59,4637
4404,2545,103,27,4235
4406,1572,109,30,4467
4410,-326,154,28,4894
4410,2765,43,18,4260
4410,5286,112,28,4317
4412,871,37,15,4616
4417,2472,135,25,4225
4418,664,110,38,4661
4418,1198,70,19,4564
4418,3022,106,37,4268
4421,2416,151,57,4231
4422,1388,101,44,4507
4422,2310,38,17,4219
4425,2708,58,20,4245
4426,161,161,61,4782
4427,2861,103,25,4268
4430,2011,150,35,4281
4432,1777,138,18,4375
4433,402,84,21,4720
4434,316,130,23,4741
4436,1845,137,49,4346
4438,5645,47,15,4324
4439,1260,99,43,4551
4440,1459,49,15,4506
4442,2620,112,21,4241
4447,19,56,10,4802
4451,-225,137,20,4844
4453,1696,140,53,4409
4453,5424,40,15,4319
4456,-142,176,58,4825
4461,924,108,19,4601
4462,5533,65,35,4323
4463,2065,152,50,4252
4464,975,114,40,4594
4464,2738,99,31,4252
4467,2316,27,13,4220
4475,377,101,21,4714
4476,1442,45,23,4507
4476,2486,152,46,4228
4480,3740,63,28,4277
4482,537,124,54,4671
4482,1560,134,54,4458
4484,1245,103,44,4549
4487,2545,128,26,4238
4489,447,134,14,4691
4491,5581,67,26,4323
4492,1048,126,47,4584
4492,5393,51,22,4320
4493,799,48,18,4615
4496,1503,94,31,4485
4497,703,135,37,4632
4498,-81,120,37,4793
4499,2782,31,16,4265
4501,1341,126,28,4509
4503,2009,138,65,4274
4504,3766,69,20,4280
4504,5427,51,10,4320
4505,-232,141,37,4815
4507,2320,73,20,4221
4510,1817,154,44,4347
4511,2943,76,32,4272
4515,1900,134,42,4312
4520,2639,139,50,4245
4522,2589,139,33,4242
4523,-161,128,35,4793
4525,2702,114,38,4248
4526,1016,130,28,4581
4528,5621,67,10,4325
4532,-297,130,42,4817
4536,652,139,25,4632
4536,5404,41,14,4321
4536,5567,55,15,4324
4538,2465,126,40,4231
4540,327,151,18,4698
4543,1647,83,40,4412
4543,5497,72,39,4319
4544,2115,80,21,4245
4545,1168,97,31,4557
4545,1556,97,20,4448
4546,-64,147,39,4767
4546,119,166,39,4733
4547,5279,114,49,4320
4548,970,138,53,4580
4549,1337,135,30,4507
4550,431,166,43,4668
4550,2356,119,42,4223
4550,3772,71,20,4280
4553,3737,72,20,4279
4556,2536,152,58,4241
4558,5603,56,10,4324
4559,1931,96,15,4298
4561,1432,111,33,4486
4562,1840,147,62,4326
4562,5425,39,10,4321
4563,5522,70,18,4322
4565,598,172,58,4635
4570,1068,148,71,4559
4570,2952,159,72,4273
4574,1196,96,35,4542
4578,1508,125,61,4446
4580,270,180,65,4694
4581,1126,120,14,4551
4581,1742,101,27,4356
4582,2700,127,40,4248
4586,5554,65,42,4324
4588,1673,96,31,4380
4589,-115,155,44,4752
4589,1301,145,51,4503
4589,5789,48,33,4323
4590,-282,119,17,4783
4590,1011,139,20,4555
4593,467,109,21,4649
4593,671,149,21,4612
4595,335,126,37,4672
4598,1940,102,24,4292
4598,5465,41,15,4320
4601,1396,120,28,4479
4601,1992,129,40,4278
4602,510,132,13,4640
4602,780,151,49,4589
4604,2594,114,41,4244
4605,2426,118,39,4224
4621,66,173,63,4710
4621,1727,85,21,4345
4624,1346,155,41,4474
4632,721,158,38,4595
4636,1155,93,27,4521
4638,249,153,34,4670
4638,5617,42,14,4323
4643,5308,148,49,4323
4644,6082,47,27,4331
4645,179,150,41,4680
4645,1840,155,47,4307
4645,2965,89,40,4275
4646,1774,133,32,4317
4647,1687,119,54,4339
4649,2029,133,41,4263
4652,-237,79,18,4743
4653,476,161,34,4628
4654,-267,90,10,4746
4655,2514,199,44,4229
4655,2677,74,21,4248
4658,580,162,41,4610
4659,2826,79,53,4272
4661,2923,84,36,4275
4669,1968,128,39,4272
4669,5594,43,21,4323
4670,119,164,24,4681
4674,6049,38,11,4331
4677,299,150,31,4641
4677,666,185,72,4594
4678,5785,51,29,4324
4681,2617,93,26,4248
4683,-158,135,18,4718
4683,1034,116,24,4495
4683,1258,130,33,4473
4683,1895,152,31,4281
4693,5890,52,22,4330
4697,1613,79,39,4388
4698,-256,91,10,4726
4699,804,156,33,4550
4701,1084,128,28,4495
4702,1181,148,48,4475
4704,540,145,51,4604
4708,5914,52,24,4331
4710,2564,111,54,4231
4712,1408,147,63,4460
4713,1754,97,24,4309
4713,5299,57,16,4325
4714,1831,133,52,4284
4716,5264,54,11,4325
4717,2662,81,32,4247
4718,217,179,46,4642
4718,2739,96,29,4254
4719,1934,133,32,4273
4719,2876,32,11,4275
4720,742,122,29,4563
4722,982,183,55,4505
4723,1324,137,35,4478
4724,397,169,36,4611
4725,2506,115,48,4238
4725,5867,47,12,4330
4730,-75,196,77,4690
4730,1463,147,43,4447
4737,-247,80,21,4708
4740,335,167,46,4612
4740,5275,65,10,4326
4745,2017,126,64,4270
4751,495,107,16,4593
4751,1214,142,57,4500
4754,1734,104,44,4332
4758,1801,133,44,4310
4762,2831,51,22,4251
4767,1294,125,27,4497
4772,5782,57,39,4325
4774,2987,104,61,4261
4775,914,202,87,4520
4775,1510,130,45,4437
4782,233,158,27,4613
4786,2531,94,36,4248
4788,1416,128,42,4490
4790,2639,48,23,4231
4791,-152,147,44,4681
4793,-39,165,47,4667
4793,618,202,77,4562
4796,1138,124,61,4533
4798,537,129,20,4574
4799,1658,107,32,4387
4800,1984,116,37,4284
4804,2683,49,28,4232
4815,694,150,30,4519
4816,343,175,27,4582
4819,823,143,38,4548
4824,1705,127,39,4368
4826,1777,135,38,4340
4830,2847,70,21,4242
4830,5903,55,25,4334
4831,1860,110,46,4316
4841,181,128,34,4597
4845,6131,69,28,4331
4851,1620,68,22,4413
4852,2822,69,28,4251
4853,3230,41,22,4280
4854,2650,51,21,4248
4857,1041,124,48,4566
4858,-212,155,35,4664
4859,1240,74,18,4558
4863,115,156,43,4604
4868,1818,108,28,4334
4869,1095,101,24,4574
4870,295,197,89,4550
4871,616,162,34,4530
4871,718,142,41,4555
4871,5761,96,40,4326
4874,52,143,58,4621
4874,770,145,33,4569
4874,1447,145,26,4496
4874,2736,39,27,4253
4876,1193,101,31,4567
4876,2874,75,17,4251
4879,1734,120,32,4370
4879,5299,76,29,4328
4882,2458,30,16,4249
4883,1144,101,36,4575
4883,2682,46,14,4251
4884,380,193,72,4544
4890,1507,150,39,4469
4893,5654,114,39,4327
4899,486,200,56,4535
4900,-69,172,39,4631
4902,2829,48,15,4258
4904,202,161,32,4564
4907,3223,29,20,4265
4912,906,128,35,4588
4913,1044,104,32,4592
4913,6148,61,11,4333
4915,1406,106,26,4519
4920,730,126,33,4584
4920,1611,115,22,4429
4921,954,122,39,4588
4922,1770,124,38,4362
4923,2870,73,28,4261
4924,2926,99,53,4247
4927,1216,89,21,4581
4930,-149,239,84,4611
4935,1717,135,40,4389
4936,2756,90,39,4257
4940,6042,29,15,4336
4940,6124,57,25,4334
4944,2972,61,14,4253
4945,5264,65,15,4333
4947,584,154,64,4581
4949,1476,136,43,4491
4950,325,185,58,4596
4952,5297,73,23,4332
4955,1248,97,36,4582
4958,765,145,27,4602
4960,124,184,68,4580
4964,1642,122,54,4423
4967,833,179,64,4607
4967,2860,82,20,4262
4971,-22,191,68,4614
4971,2826,38,15,4261
4971,3050,42,10,4260
4974,1049,91,35,4605
4975,5760,54,26,4336
4976,1370,140,57,4541
4977,3148,35,10,4265
4979,5909,48,29,4337
4982,2701,52,15,4260
4983,5279,77,24,4335
4987,2763,57,34,4261
4988,1424,120,48,4517
4990,1827,39,14,4350
4991,60,204,41,4609
4992,2948,93,31,4253
4992,3091,95,20,4265
4993,6035,57,35,4338
4995,6112,42,18,4338
4996,637,100,50,4614
4996,2908,90,46,4260
4998,505,125,38,4603
5003,730,59,20,4620
5004,3002,65,16,4253
5005,2157,66,27,4284
5006,267,151,34,4622
5008,446,134,49,4607
5009,1465,110,13,4502
5018,2822,42,15,4267
5020,2797,46,17,4269
5023,1535,119,47,4470
5027,1291,137,59,4573
5027,3074,94,33,4265
5029,1017,100,49,4621
5030,1180,107,32,4603
5031,6090,44,10,4338
5033,3131,83,21,4267
5036,1135,106,45,4610
5037,188,244,63,4628
5040,5298,39,17,4333
5052,1481,99,13,4497
5053,1578,118,27,4458
5054,2764,36,13,4267
5055,671,62,29,4645
5058,310,103,20,4646
5060,-86,153,41,4675
5061,810,53,17,4640
5064,409,78,19,4644
5078,947,103,36,4637
5079,2643,124,35,4265
5081,1651,71,24,4428
5084,-162,177,36,4702
5086,1183,89,24,4607
5086,2844,61,29,4268
5091,6059,33,13,4339
5094,3014,143,65,4253
5095,1802,78,33,4372
5097,1120,81,31,4621
5097,1385,125,28,4543
5097,2551,109,31,4262
5098,621,45,18,4665
5098,1237,101,24,4595
5102,2715,32,19,4263
5102,6097,41,15,4339
5103,6153,44,18,4339
5104,454,127,56,4662
5105,3363,29,12,4279
5110,267,185,63,4668
5114,6029,44,12,4339
5115,2606,126,29,4266
5115,2688,38,13,4265
5120,906,111,21,4653
5120,1273,85,34,4585
5120,2893,105,49,4268
5120,3076,116,37,4265
5121,183,174,50,4665
5125,989,125,56,4641
5126,3648,76,20,4303
5130,557,45,17,4676
5131,6002,46,13,4339
5132,-84,159,33,4710
5132,1739,48,22,4397
5134,3186,59,14,4270
5138,2800,46,17,4268
5138,6101,81,18,4339
5139,2347,203,52,4276
5140,1869,101,32,4354
5142,20,148,54,4692
5142,1554,113,20,4469
5145,2201,186,51,4291
5145,2547,107,25,4265
5145,3123,97,17,4267
5146,2135,135,39,4300
5147,2273,189,34,4283
5147,2828,37,18,4269
5147,5797,199,58,4345
5148,5731,101,14,4343
5154,3864,66,16,4306
5155,1506,113,34,4492
5156,5906,228,44,4339
5157,1394,175,84,4540
5157,2724,65,37,4268
5158,2433,223,58,4272
5160,2673,42,17,4269
5163,1798,118,59,4380
5165,5277,77,16,4338
5167,739,40,28,4686
5170,358,46,16,4695
5170,3822,78,25,4308
5171,3735,72,30,4305
5171,5355,60,10,4336
5173,-43,166,57,4719
5174,874,95,38,4672
5174,3930,69,22,4310
5176,1032,112,16,4646
5181,3554,115,37,4305
5181,5480,75,18,4337
5183,5653,120,39,4337
5184,3458,33,17,4300
5184,3683,60,26,4307
5186,622,41,15,4702
5186,5603,51,19,4337
5191,6073,120,61,4342
5192,970,98,25,4661
5193,1291,128,34,4581
5193,6170,116,33,4342
5194,1535,106,35,4482
5195,3273,122,48,4276
5199,798,127,44,4690
5199,3050,109,25,4257
5199,6004,56,18,4342
5202,3880,88,47,4310
5203,3157,118,44,4269
5208,3795,87,42,4310
5209,592,43,12,4715
5211,93,151,33,4705
5211,216,152,37,4713
5213,292,46,17,4714
5213,1092,150,32,4639
5214,3710,58,22,4308
5215,919,90,22,4674
5217,522,43,18,4721
5218,3222,98,26,4274
5222,2979,40,22,4277
5222,5851,212,44,4340
5223,702,76,26,4709
5223,3631,37,18,4308
5224,3117,130,31,4260
5225,2664,75,16,4272
5225,3336,103,39,4276
5228,3530,107,42,4307
5229,1376,128,30,4549
5229,2604,79,15,4271
5239,146,142,33,4715
5243,376,48,21,4727
5243,4395,68,35,4330
5244,1522,104,31,4484
5245,3056,119,35,4264
5249,311,58,24,4730
5250,-101,38,14,4769
5254,3959,57,23,4311
5257,548,39,15,4736
5258,3186,129,43,4267
5265,2628,91,43,4275
5269,912,38,17,4688
5269,3000,95,33,4281
5270,2588,82,24,4274
5271,1045,172,75,4657
5272,979,126,38,4674
5273,730,124,39,4724
5275,3099,122,42,4261
5278,609,71,20,4744
5286,25,177,49,4746
5286,3259,99,23,4277
5287,3769,53,10,4311
5292,164,145,37,4739
5292,3953,62,21,4312
5293,220,142,53,4748
5294,1366,45,23,4556
5300,-73,134,32,4783
5301,803,132,53,4721
5305,544,34,12,4754
5308,860,71,17,4708
5312,3775,41,11,4312
5312,3815,42,16,4313
5316,109,165,26,4742
5316,603,54,18,4757
5316,1504,42,12,4494
5321,3899,40,30,4312
5323,3054,69,20,4281
5325,1221,89,13,4615
5329,509,108,15,4770
5330,3290,117,33,4279
5332,1462,54,29,4516
5334,3933,61,26,4313
5335,648,74,27,4759
5344,3156,120,68,4267
5353,887,61,21,4711
5356,3251,77,32,4266
5357,1158,141,56,4638
5360,1515,53,19,4492
5365,778,110,33,4743
5366,34,148,39,4781
5368,1257,122,21,4603
5376,342,65,21,4800
5377,1448,49,14,4522
5386,3029,60,28,4286
5387,116,166,74,4771
5389,539,115,57,4793
5389,2240,99,32,4304
5390,3239,59,21,4264
5391,1533,40,11,4487
5398,2696,33,18,4285
5399,1132,92,19,4650
5399,2650,32,17,4285
5406,-22,143,45,4813
5406,818,124,52,4740
5407,1206,112,26,4627
5408,752,93,18,4762
5413,3188,66,12,4275
5425,2509,34,10,4288
5426,3283,61,26,4267
5432,3218,42,15,4273
5433,285,58,23,4820
5434,-71,135,21,4841
5435,2343,89,32,4303
5436,1253,133,57,4609
5437,3892,45,10,4314
5438,2191,94,29,4314
5438,2476,33,15,4290
5439,628,63,32,4797
5439,668,78,22,4789
5441,455,129,36,4830
5444,2717,39,14,4290
5447,2504,32,10,4290
5448,2682,38,10,4291
5452,1395,118,38,4548
5454,1451,35,18,4527
5456,2282,102,23,4313
5458,408,120,18,4841
5458,1351,120,46,4570
5458,3113,86,38,4286
5460,709,92,22,4784
5463,2233,102,39,4317
5471,2326,84,25,4313
5481,2390,88,17,4305
5482,-55,148,17,4866
5487,502,158,58,4838
5490,1165,143,55,4646
5490,3233,41,13,4280
5492,1094,124,27,4670
5498,988,121,27,4702
5498,3408,158,45,4284
5503,867,111,23,4743
5505,2559,75,16,4289
5506,2513,81,28,4295
5508,293,67,21,4863
5508,3349,177,70,4275
5509,64,172,32,4854
5510,2336,74,34,4318
5521,2395,61,14,4313
5527,955,110,31,4717
5528,2488,75,20,4298
5529,2218,37,19,4322
5530,125,168,46,4849
5531,2540,63,17,4291
5533,809,160,87,4767
5533,3946,28,16,4319
5536,-21,115,23,4896
5537,611,119,27,4828
5544,2263,38,10,4320
5548,1591,66,10,4479
5548,2595,92,49,4294
5549,1525,80,42,4500
5551,512,148,40,4861
5556,432,157,67,4877
5556,2398,65,21,4313
5561,2975,76,40,4294
5564,3251,78,23,4287
5564,3882,29,23,4319
5566,1112,160,55,4664
5566,2238,42,10,4323
5568,78,163,69,4888
5568,2350,55,20,4321
5571,2504,71,22,4300
5578,774,140,31,4784
5579,3580,93,20,4311
5590,-28,140,23,4942
5593,1292,44,16,4603
5595,2469,108,37,4304
5595,3370,185,41,4277
5599,3519,120,53,4301
5600,2185,32,15,4322
5600,3209,105,26,4290
5605,668,147,58,4825
5605,2329,42,16,4322
5611,502,135,33,4878
5611,1322,53,23,4591
5613,1561,49,16,4492
5614,2743,67,19,4302
5615,569,116,38,4862
5621,2225,28,14,4323
5627,2629,93,29,4305
5629,3648,77,41,4318
5630,2681,104,48,4305
5632,1627,39,20,4471
5634,2438,109,43,4310
5636,2372,95,41,4318
5637,3594,94,32,4314
5640,2271,28,15,4324
5642,2592,51,23,4305
5644,2318,32,17,4322
5651,-24,153,32,4988
5656,3171,143,45,4295
5660,676,58,21,4830
5660,1170,55,28,4649
5665,494,127,32,4893
5665,3464,139,42,4288
5666,1085,116,47,4679
5667,3108,125,41,4297
5670,740,51,27,4807
5670,2767,77,14,4305
5670,3526,137,34,4302
5672,119,120,44,4958
5672,3231,137,38,4294
5677,609,130,41,4858
5677,1552,85,20,4501
5677,3355,227,88,4276
5682,2475,87,17,4309
5684,891,40,13,4749
5686,2725,113,37,4307
5688,709,63,18,4821
